,Year,Prodcom code,Commodity code,Prodcom Description,Commodity Description
173,2025,10.11.36.10,02064900,"Edible offal of bovine animals, swine, sheep, goats, horses and other equines, frozen","Edible offal of swine, frozen (excl. livers)"
174,2025,10.11.36.10,02069010,"Edible offal of bovine animals, swine, sheep, goats, horses and other equines, frozen","Frozen edible offal of sheep, goats, horses, mules and hinnies, for manufacture of pharmaceutical products"
175,2025,10.11.36.10,02069091,"Edible offal of bovine animals, swine, sheep, goats, horses and other equines, frozen","Frozen edible offal of horses, asses, mules and hinnies (excl. for manufacture of pharmaceutical products)"
176,2025,10.11.36.10,02069099,"Edible offal of bovine animals, swine, sheep, goats, horses and other equines, frozen",Frozen edible offal of sheep and goats (excl. for manufacture of pharmaceutical products)
177,2025,10.11.36.20,02081010,"Fresh, chilled or frozen edible meat and offal (including meat and offal of rabbits, hares, game, frog legs and insects; excluding meat and offal of poultry, bovine and equine animals, swine, sheep and goat)","Fresh, chilled or frozen meat and edible meat offal of domestic rabbits"
178,2025,10.11.36.20,02081090,"Fresh, chilled or frozen edible meat and offal (including meat and offal of rabbits, hares, game, frog legs and insects; excluding meat and offal of poultry, bovine and equine animals, swine, sheep and goat)","Fresh, chilled or frozen meat and edible offal of non-domestic rabbits and hares"
179,2025,10.11.36.20,02083000,"Fresh, chilled or frozen edible meat and offal (including meat and offal of rabbits, hares, game, frog legs and insects; excluding meat and offal of poultry, bovine and equine animals, swine, sheep and goat)","Fresh, chilled or frozen meat and edible offal of primates"
180,2025,10.11.36.20,02084010,"Fresh, chilled or frozen edible meat and offal (including meat and offal of rabbits, hares, game, frog legs and insects; excluding meat and offal of poultry, bovine and equine animals, swine, sheep and goat)","Fresh, chilled or frozen whales meat"
181,2025,10.11.36.20,02084020,"Fresh, chilled or frozen edible meat and offal (including meat and offal of rabbits, hares, game, frog legs and insects; excluding meat and offal of poultry, bovine and equine animals, swine, sheep and goat)","Fresh, chilled or frozen seal meat"
182,2025,10.11.36.20,02084080,"Fresh, chilled or frozen edible meat and offal (including meat and offal of rabbits, hares, game, frog legs and insects; excluding meat and offal of poultry, bovine and equine animals, swine, sheep and goat)","""Fresh, chilled or frozen meat and edible offal of whales, dolphins and porpoises """"mammals of the order Cetacea"""", of manatees and dugongs """"mammals of the order Sirenia"""" and of seals, sea lions and walruses """"mammals of the suborder Pinnipedia"""" (excl."
183,2025,10.11.36.20,02085000,"Fresh, chilled or frozen edible meat and offal (including meat and offal of rabbits, hares, game, frog legs and insects; excluding meat and offal of poultry, bovine and equine animals, swine, sheep and goat)","""Fresh, chilled or frozen meat and edible offal of reptiles """"e.g. snakes, turtles, crocodiles"""""""
184,2025,10.11.36.20,02086000,"Fresh, chilled or frozen edible meat and offal (including meat and offal of rabbits, hares, game, frog legs and insects; excluding meat and offal of poultry, bovine and equine animals, swine, sheep and goat)","Fresh, chilled or frozen meat and edible offal of camels and other camelids [Camelidae]"
185,2025,10.11.36.20,02089010,"Fresh, chilled or frozen edible meat and offal (including meat and offal of rabbits, hares, game, frog legs and insects; excluding meat and offal of poultry, bovine and equine animals, swine, sheep and goat)","Fresh, chilled or frozen domestic pigeon meat and edible offal"
186,2025,10.11.36.20,02089030,"Fresh, chilled or frozen edible meat and offal (including meat and offal of rabbits, hares, game, frog legs and insects; excluding meat and offal of poultry, bovine and equine animals, swine, sheep and goat)","Fresh, chilled or frozen meat and edible meat offal of game (excl. rabbits, hares and pigs)"
187,2025,10.11.36.20,02089060,"Fresh, chilled or frozen edible meat and offal (including meat and offal of rabbits, hares, game, frog legs and insects; excluding meat and offal of poultry, bovine and equine animals, swine, sheep and goat)","Fresh, chilled or frozen reindeer meat and edible offal thereof"
188,2025,10.11.36.20,02089070,"Fresh, chilled or frozen edible meat and offal (including meat and offal of rabbits, hares, game, frog legs and insects; excluding meat and offal of poultry, bovine and equine animals, swine, sheep and goat)","Fresh, chilled or frozen frogs' legs"
189,2025,10.11.36.20,02089098,"Fresh, chilled or frozen edible meat and offal (including meat and offal of rabbits, hares, game, frog legs and insects; excluding meat and offal of poultry, bovine and equine animals, swine, sheep and goat)","Fresh, chilled or frozen meat and edible offal (excl. bovine animals, swine, sheep, goats, horses, asses, mules, hinnies, poultry, rabbits, hares, primates, whales, dolphins and porpoises [mammals of the order Cetacea], manatees and dugongs [mammals of th"
190,2025,10.11.36.20,04101010,"Fresh, chilled or frozen edible meat and offal (including meat and offal of rabbits, hares, game, frog legs and insects; excluding meat and offal of poultry, bovine and equine animals, swine, sheep and goat)","Insects, fit for human consumption, fresh, chilled or frozen"
191,2025,10.11.41.00,51011900,Greasy wool not carded or combed (including fleece-washed wool) (excluding shorn wool),"Greasy wool, incl. fleece-washed wool, neither carded nor combed (excl. shorn wool)"
192,2025,10.11.42.00,41012010,"Raw hides and skins of bovine or equine animals, whole (except those linked to HS 4101 90)","""Whole raw hides and skins of bovine """"incl. buffalo"""" or equine animals, whether or not dehaired, unsplit, of a weight per skin <= 16 kg, fresh"""
193,2025,10.11.42.00,41012030,"Raw hides and skins of bovine or equine animals, whole (except those linked to HS 4101 90)","""Whole raw hides and skins of bovine """"incl. buffalo"""" or equine animals, whether or not dehaired, unsplit, of a weight per skin <= 16 kg, wet-salted"""
194,2025,10.11.42.00,41012050,"Raw hides and skins of bovine or equine animals, whole (except those linked to HS 4101 90)","""Whole raw hides and skins of bovine """"incl. buffalo"""" or equine animals, whether or not dehaired, unsplit, of a weight per skin <= 8 kg when simply dried or <= 10 kg when dry-salted"""
195,2025,10.11.42.00,41012080,"Raw hides and skins of bovine or equine animals, whole (except those linked to HS 4101 90)","""Whole raw hides and skins of bovine """"incl. buffalo"""" or equine animals, whether or not dehaired, unsplit, of a weight per skin <= 16 kg, limed, pickled or otherwise preserved (excl. fresh or wet-salted, simply dried or dry-salted, tanned, parchment-dres"
196,2025,10.11.42.00,41015010,"Raw hides and skins of bovine or equine animals, whole (except those linked to HS 4101 90)","""Whole raw hides and skins of bovine """"incl. buffalo"""" or equine animals, whether or not dehaired or split, of a weight per skin > 16 kg, fresh"""
197,2025,10.11.42.00,41015030,"Raw hides and skins of bovine or equine animals, whole (except those linked to HS 4101 90)","""Whole raw hides and skins of bovine """"incl. buffalo"""" or equine animals, whether or not dehaired or split, of a weight per skin > 16 kg, wet-salted"""
198,2025,10.11.42.00,41015050,"Raw hides and skins of bovine or equine animals, whole (except those linked to HS 4101 90)","""Whole raw hides and skins of bovine """"incl. buffalo"""" or equine animals, whether or not dehaired or split, of a weight per skin > 16 kg, dried or dry-salted"""
199,2025,10.11.42.00,41015090,"Raw hides and skins of bovine or equine animals, whole (except those linked to HS 4101 90)","""Whole raw hides and skins of bovine """"incl. buffalo"""" or equine animals, whether or not dehaired or split, of a weight per skin > 16 kg, limed, pickled or otherwise preserved (excl. fresh or wet-salted, simply dried or dry-salted, tanned, parchment-dress"
200,2025,10.11.43.00,41019000,Other raw hides and skins of bovine and equine animals,"""Butts, bends, bellies and split raw hides and skins of bovine """"incl. buffalo"""" or equine animals, whether or not dehaired, fresh, or salted, dried, limed, pickled or otherwise preserved, and whole raw hides and skins of a weight per skin > 8 kg but < 16"
201,2025,10.11.44.00,41021010,Skins of sheep or lambs,"Raw skins of lambs, with wool on, fresh or salted, dried, limed, pickled or otherwise preserved (excl. those of Astrakhan, Caracul, Persian, Broadtail or similar lambs, or of Indian, Chinese, Mongolian or Tibetan lambs and tanned, parchment-dressed or fur"
202,2025,10.11.44.00,41021090,Skins of sheep or lambs,"Raw skins of sheep, with wool on, fresh or salted, dried, limed, pickled or otherwise preserved (excl. those of lambs and tanned, parchment-dressed or further prepared)"
203,2025,10.11.44.00,41022100,Skins of sheep or lambs,"Raw skins of sheep or lambs, without wool on, pickled, whether or not split"
204,2025,10.11.44.00,41022900,Skins of sheep or lambs,"Raw skins of sheep or lambs, without wool on, fresh or salted, dried, limed or otherwise preserved, whether or not split (excl. pickled, tanned, parchment-dressed or further prepared)"
205,2025,10.11.45.00,41039000,"Raw hides and skins of goats or kids but not tanned, fresh or preserved","""Raw hides and skins, fresh, or salted, dried, limed, pickled or otherwise preserved, whether or not dehaired, incl. birdskins without feathers or down (excl. tanned, parchment-dressed or further prepared, hides and skins of bovine """"incl. buffalo"""" anima"
206,2025,10.11.50.40,02091011,Pig fat free of lean meat; fresh; chilled; frozen; salted; in brine or smoked (excluding rendered),"Subcutaneous pig fat, free of lean meat, not rendered or otherwise extracted, fresh, chilled, frozen, salted or in brine"
207,2025,10.11.50.40,02091019,Pig fat free of lean meat; fresh; chilled; frozen; salted; in brine or smoked (excluding rendered),"Subcutaneous pig fat, free of lean meat, not rendered or otherwise extracted, dried or smoked"
208,2025,10.11.50.40,02091090,Pig fat free of lean meat; fresh; chilled; frozen; salted; in brine or smoked (excluding rendered),"Pig fat, free of lean meat, not rendered or otherwise extracted, fresh, chilled, frozen, salted, in brine, dried or smoked (excl. subcutaneous)"
209,2025,10.11.50.60,15011010,Lard and other pig fat; rendered,"Lard, rendered or otherwise extracted, for industrial uses (excl. for the manufacture of foodstuffs, lard stearin and lard oil)"
210,2025,10.11.50.60,15011090,Lard and other pig fat; rendered,"Lard, rendered or otherwise extracted (excl. for technical/industrial uses, and lard stearin and lard oil)"
211,2025,10.11.50.60,15012010,Lard and other pig fat; rendered,"Pig fat, rendered or otherwise extracted, for industrial uses (excl. for the manufacture of foodstuffs, and lard)"
212,2025,10.11.50.60,15012090,Lard and other pig fat; rendered,"Pig fat, rendered or otherwise extracted (excl. for technical/industrial uses, and lard)"
213,2025,10.11.50.70,15021010,Fats of bovine animals; sheep or goats; raw or rendered,"Tallow of bovine animals, sheep or goats, for industrial uses (excl. for manufacture of foodstuffs, and oil and oleostearin)"
214,2025,10.11.50.70,15021090,Fats of bovine animals; sheep or goats; raw or rendered,"Tallow of bovine animals, sheep or goats (excl. for technical/industrial uses, and oil and oleostearin)"
215,2025,10.11.50.70,15029010,Fats of bovine animals; sheep or goats; raw or rendered,"Fats of bovine animals, sheep or goats, for industrial uses (excl. for manufacture of foodstuffs, and tallow, oleostearin and oleo-oil)"
216,2025,10.11.50.70,15029090,Fats of bovine animals; sheep or goats; raw or rendered,"Fats of bovine animals, sheep or goats (excl. for technical/industrial uses, and tallow, oleostearin and oleo-oil)"
217,2025,10.11.60.30,05040000,"Guts, bladders and stomachs of animals, whole or in pieces (excluding fish)","Guts, bladders and stomachs of animals (other than fish), whole and pieces thereof, fresh, chilled, frozen, salted, in brine, dried or smoked"
218,2025,10.11.60.90,05021000,"Animal disposal, unfit for human consumption (excluding fish, guts, bladders and stomachs)","Pigs', hogs' or boars' bristles and waste of such bristles"
